repl1_input,repl1_high,repl1_med,repl1_low,repl2_input,repl2_high,repl2_med,repl2_low
167,215,176,178,56,57,55,95
129,141,118,34,830,1119,616,299
22,20,13,4,7,8,12,3
49,51,62,5,0,0,0,0
63,52,75,87,57,49,61,57
14,11,10,10,335,312,310,30
14,9,8,5,6,13,8,3
230,221,190,93,650,682,632,980
0,0,0,0,123,119,113,155
0,0,0,0,277,329,261,411
27,31,25,4,28,31,34,57
21,24,17,7,7,9,2,4
7,8,9,2,0,0,0,0
1,0,2,0,58,38,81,21
84,82,94,109,23,18,11,15
18,21,26,7,102,121,69,167
277,288,249,432,506,482,524,476
40,40,44,44,0,0,0,0
33,25,23,22,77,54,82,25
22,22,33,28,32,31,23,28
16,10,12,17,24,35,24,25
267,293,237,180,59,88,55,49
115,111,120,62,82,52,89,12
119,131,111,16,370,442,313,181
31,31,26,9,82,105,92,18
6,2,8,2,4,1,1,4
93,68,79,31,112,126,98,21
19,13,20,8,347,346,374,366
52,69,44,30,51,60,60,63
28,35,44,8,230,261,234,77
208,231,157,3,111,123,149,58
186,206,162,320,36,51,45,28
16,12,15,8,6,8,3,6
66,86,94,157,0,0,0,0
43,44,38,15,98,112,135,7
24,23,24,8,21,22,23,43
149,150,154,66,13,22,13,0
111,111,112,103,379,366,439,219
236,178,252,143,252,223,258,152
316,354,261,134,0,0,0,0
289,259,280,169,209,209,234,350
104,100,117,108,203,192,198,226
6,8,10,9,103,122,144,17
33,29,34,27,34,37,30,25
224,194,242,138,179,136,235,7
6,13,10,23,161,157,158,176
0,0,0,0,162,185,167,146
4,2,1,2,3,6,6,2
0,0,0,0,82,82,102,14
182,169,147,493,7,13,7,1
154,131,160,71,113,92,135,55
47,56,31,25,249,201,244,120
23,24,21,12,600,506,710,147
64,51,44,67,227,232,239,163
0,0,4,0,18,14,21,19
14,21,11,6,1,1,2,0
247,249,273,378,5,3,1,2
55,51,48,55,0,0,0,0
85,87,100,8,0,0,0,0
242,271,218,232,69,72,79,39
142,138,190,217,5,6,6,22
90,90,100,98,159,144,146,199
207,235,185,58,371,346,372,462
29,45,48,37,0,1,1,0
80,115,47,71,56,40,51,20
104,122,95,11,49,46,50,48
7,2,6,9,0,0,0,0
235,225,215,120,200,197,195,202
4,6,11,3,0,0,0,0
59,59,44,14,292,335,262,94
0,1,1,0,3,2,3,1
0,0,0,0,278,266,243,377
0,4,3,1,133,158,98,45
137,159,149,143,18,13,13,3
306,289,299,236,0,0,0,0
3,1,0,0,207,172,217,456
1,2,0,1,0,0,0,0
14,17,23,16,103,118,86,23
180,203,173,106,463,475,473,481
117,123,105,85,48,24,47,7
8,4,3,3,448,430,413,166
94,89,115,143,16,14,20,19
0,0,0,0,143,153,112,107
3,3,3,0,543,452,585,605
146,141,169,197,0,0,0,0
87,139,105,61,143,176,140,60
105,109,107,44,357,311,344,633
159,176,142,23,159,132,122,65
106,116,92,14,9,4,13,3
167,191,167,128,138,128,155,22
0,0,0,0,0,0,0,0
195,191,168,271,0,3,2,0
121,99,161,14,12,14,10,5
0,0,0,0,77,83,96,71
113,100,140,8,0,0,0,0
0,0,0,0,247,280,297,22
2,1,0,1,77,77,87,85
0,0,0,0,241,245,241,57
233,230,180,356,0,1,1,1
20,31,25,2,17,20,20,1
214,149,223,85,18,28,17,22
79,89,61,72,5,8,2,3
25,17,26,21,0,0,0,0
225,187,270,37,145,164,158,36
19,7,26,4,6,1,3,3
120,104,99,54,136,155,113,42
58,60,50,8,0,0,0,0
11,10,6,3,201,195,196,1
3,4,6,4,0,2,3,0
0,0,0,0,5,8,3,1
0,0,0,0,3,3,6,19
35,45,37,30,290,313,358,41
256,287,212,68,1,1,1,3
182,197,176,125,44,46,32,0
1,2,4,2,107,87,103,92
120,125,129,46,0,0,0,0
54,40,65,11,30,33,40,4
124,88,127,81,43,48,39,1
18,23,24,19,112,98,85,46
3,4,5,6,3,0,2,0
256,241,265,74,15,5,14,26
221,185,203,70,279,257,326,129
49,59,73,18,103,74,79,31
9,14,17,0,12,9,10,2
64,64,94,45,105,97,106,19
52,71,61,40,6,2,1,9
0,0,0,0,0,0,0,0
7,6,6,9,142,115,145,200
600,541,615,240,105,136,136,22
0,1,1,0,72,79,75,24
33,19,26,8,390,428,357,383
202,224,199,105,42,59,46,20
109,125,99,84,28,29,38,29
39,51,31,4,1,0,0,1
0,0,0,0,6,12,1,2
5,3,10,4,31,22,36,0
184,163,181,30,0,0,0,0
10,4,4,6,0,0,0,0
8,2,4,4,504,568,581,140
325,267,340,87,1,3,4,0
112,124,93,45,3,1,2,1
4,4,8,10,102,105,118,125
138,125,133,191,41,46,32,5
96,78,121,54,74,102,91,43
428,501,452,335,11,23,11,2
38,60,43,44,0,2,0,1
0,0,0,0,197,155,249,78
66,70,75,70,0,0,0,0
0,0,0,0,92,124,83,85
7,15,14,10,1,1,4,0
186,200,136,139,104,147,97,121
10,11,12,2,1,0,2,0
111,114,123,30,214,236,215,24
268,244,251,153,61,59,73,44
25,29,22,6,85,99,68,50
303,301,286,36,336,369,370,89
176,142,143,68,0,0,0,0
154,144,159,223,128,142,133,58
41,36,33,9,131,135,174,93
160,150,187,19,0,0,0,0
288,255,249,16,15,14,21,1
88,86,90,70,11,11,8,9
0,0,0,0,217,258,254,148
67,80,79,64,0,0,0,0
0,0,0,0,2,0,7,2
9,8,15,8,90,75,106,82
0,0,0,0,36,39,54,86
70,59,78,5,187,229,186,14
9,7,14,0,155,168,156,49
259,251,248,172,70,56,68,2
152,162,115,105,24,22,32,4
38,32,30,29,51,76,69,55
1,0,0,0,259,224,309,677
101,82,84,108,19,30,21,16
0,0,0,0,10,7,9,4
68,60,70,10,3,3,2,1
94,77,86,62,114,115,95,17
66,65,82,109,15,11,9,5
1,5,3,2,246,251,304,13
50,67,73,55,27,16,25,33
168,179,231,59,435,593,345,59
29,25,28,8,21,31,21,18
16,20,11,9,0,0,0,0
30,22,22,2,198,230,164,74
177,164,180,152,448,418,394,273
33,32,30,14,166,166,195,93
51,49,55,98,79,100,86,172
49,43,53,47,0,0,0,0
207,202,182,326,0,0,0,0
265,281,268,184,48,42,46,63
163,162,150,60,113,144,109,91
127,108,142,4,28,25,30,5
61,58,72,4,7,10,10,5
9,21,13,2,35,16,23,2
31,25,30,11,38,32,34,12
3,3,2,0,11,14,20,35
271,292,230,96,26,16,18,14
111,124,101,44,130,101,114,191
343,406,344,686,35,25,35,18
19,4,10,2,20,14,22,21
4,6,5,1,23,30,25,16
15,23,20,8,26,30,43,40
0,0,0,0,27,32,39,5
169,199,117,38,22,24,22,5
4,10,10,0,129,154,144,54
0,0,0,0,293,350,274,319
153,126,153,328,119,121,87,71
64,58,75,63,9,12,14,3
60,87,71,22,118,107,137,46
248,273,259,96,63,64,70,12
51,32,46,14,0,0,0,0
0,0,0,0,5,9,8,0
213,195,225,31,105,110,97,126
177,172,159,12,6,4,9,8
14,12,7,16,70,90,68,47
26,25,29,7,35,34,29,11
54,53,49,21,0,0,1,1
247,257,226,135,15,10,12,24
185,168,175,263,186,209,209,25
80,73,72,80,4,7,12,0
39,17,38,9,3,4,3,0
169,182,160,159,5,6,4,3
0,0,0,0,127,121,144,74
17,29,18,40,151,162,228,143
8,1,3,7,231,244,250,143
69,100,67,18,14,15,16,13
224,183,259,50,0,0,0,0
546,551,507,49,0,0,0,0
75,73,56,17,42,68,58,32
0,0,0,0,56,68,52,1
55,47,23,15,16,15,19,15
257,272,283,178,9,8,7,2
56,50,67,21,17,26,18,27
552,572,637,929,0,0,0,0
51,50,35,21,301,285,277,16
140,135,177,308,18,13,18,55
25,28,35,12,45,31,26,30
0,0,0,0,287,272,268,224
278,299,373,39,1,2,2,0
18,14,9,7,53,53,60,24
15,17,24,1,233,264,240,35
279,357,283,257,268,289,270,362
60,50,64,40,66,59,46,112
0,0,0,0,147,173,121,290
53,41,35,21,356,419,336,261
0,0,0,0,7,10,5,2
179,236,150,181,0,0,0,0
7,10,16,3,435,389,421,245
80,87,83,44,373,355,313,277
78,81,75,47,204,194,213,161
299,289,330,389,0,0,0,0
288,338,291,500,31,51,47,10
132,101,124,14,302,338,280,266
122,103,111,10,28,24,33,21
0,0,0,0,15,22,24,19
18,22,13,28,207,219,161,74
27,40,21,29,362,340,352,176
20,23,18,1,108,103,77,48
205,245,173,168,25,28,11,26
50,39,44,1,366,455,251,74
0,0,0,0,0,0,0,0
35,27,39,6,55,47,52,12
0,0,0,0,3,3,4,3
206,224,191,73,24,15,17,11
2,2,4,2,73,77,74,56
81,74,94,33,43,43,19,18
50,54,44,73,5,11,7,4
0,0,0,0,73,66,84,108
0,0,0,0,126,108,149,85
0,0,0,0,15,15,7,3
0,0,0,0,0,0,0,0
111,128,91,13,29,12,19,47
83,73,89,36,0,0,0,0
169,173,181,12,195,171,218,61
16,21,16,2,87,90,83,43
0,0,0,0,67,64,78,154
88,83,90,145,491,634,414,199
30,35,29,40,17,32,19,33
44,60,35,38,77,74,64,46
68,65,84,47,266,295,251,150
0,0,0,0,3,2,4,1
0,0,0,0,3,2,0,3
13,11,14,1,439,518,392,135
84,100,92,194,0,0,0,0
7,10,5,1,96,122,108,89
417,429,393,66,0,0,1,0
397,445,364,176,73,67,80,66
288,309,259,210,98,94,97,71
120,120,158,160,11,7,13,7
431,426,484,197,131,106,150,131
138,183,110,89,794,880,734,700
180,183,195,168,0,0,0,0
191,217,223,56,789,685,946,155
296,343,360,47,210,163,209,92
2,5,7,3,0,0,3,0
17,12,11,9,64,64,60,74
310,318,232,417,174,204,126,204
100,117,66,78,0,0,0,0
14,13,20,7,52,40,57,80
0,0,0,0,617,519,679,1217
548,521,532,158,23,17,16,24
0,0,0,0,2,3,1,5
1,3,1,3,214,156,219,308
22,30,15,5,3,0,3,2
265,292,285,81,35,42,31,27
10,16,8,8,144,185,157,102
159,182,169,314,25,28,32,33
28,23,35,44,164,161,125,61
0,0,0,0,234,229,228,107
108,114,120,19,139,89,151,16
1,2,3,3,37,37,34,15
29,42,22,19,228,252,200,4
3,4,6,0,60,48,74,8
50,42,35,23,61,35,58,27
170,156,146,27,0,0,0,0
15,14,7,6,39,58,58,7
344,334,381,123,40,33,45,41
52,60,45,6,16,25,19,19
101,98,109,11,110,88,111,41
2,3,4,3,494,568,464,297
6,5,7,0,56,42,65,7
363,316,431,19,44,46,43,19
109,134,127,103,131,151,127,92
165,136,181,21,185,169,187,180
203,218,268,175,0,0,0,0
48,51,70,17,47,42,41,20
57,58,60,89,344,386,330,226
23,13,17,2,579,587,572,774
32,28,23,60,7,7,2,0
66,54,64,38,59,31,43,23
12,19,15,7,11,8,10,5
25,32,14,3,371,304,415,167
8,3,9,0,42,30,57,9
56,101,54,36,101,143,113,142
32,32,32,1,608,445,825,540
235,221,203,188,129,153,122,41
47,48,47,15,15,15,10,13
80,83,81,39,0,0,0,0
81,69,121,71,0,0,0,0
71,79,115,56,0,0,0,0
164,176,178,56,11,21,10,7
83,60,91,152,196,224,167,65
0,0,0,0,1,0,2,2
8,4,8,4,185,201,180,110
443,437,409,358,231,267,189,31
2,2,2,3,5,8,16,3
259,211,247,42,189,160,157,54
23,23,20,15,0,0,0,0
1,2,0,0,0,0,0,0
54,59,57,38,359,382,304,581
18,12,8,5,17,18,11,4
193,176,184,110,96,95,82,29
64,65,60,57,50,45,55,33
303,331,220,76,232,278,249,281
10,8,7,0,237,201,290,77
47,54,45,14,21,20,22,23
47,45,41,34,17,16,30,7
0,0,0,0,388,375,398,64
0,0,0,0,31,32,21,91
111,85,102,13,146,127,153,170
0,0,0,0,13,11,15,0
28,24,16,19,65,78,98,50
9,7,4,3,1021,938,1092,707
271,306,293,162,246,273,266,42
2,3,2,0,26,28,31,11
0,0,0,0,124,95,120,217
373,430,392,208,0,0,0,0
113,118,108,127,0,0,0,0
50,52,65,10,22,23,24,34
194,206,193,123,51,68,56,38
129,124,120,88,0,0,0,0
4,3,3,0,334,344,350,74
166,203,135,40,529,480,555,580
108,88,104,72,98,104,96,23
6,2,5,2,0,0,0,0
108,134,122,72,116,95,123,240
96,110,119,121,49,45,54,52
3,7,3,10,25,22,37,42
24,20,20,1,327,297,286,702
1,3,1,5,33,21,21,17
24,27,26,33,144,154,119,82
108,75,128,20,0,0,0,0
86,65,124,61,12,19,26,13
83,93,64,27,13,9,9,7
0,0,0,0,4,3,4,1
190,218,148,146,24,28,46,34
0,0,0,0,8,6,10,0
123,126,104,14,113,95,106,84
161,179,133,326,1,1,1,1
32,36,31,3,37,47,50,115
0,1,2,1,134,135,163,119
115,112,161,108,329,358,342,103
93,130,98,14,486,593,464,179
13,21,11,5,703,678,895,628
60,67,57,57,0,0,0,0
1,0,1,0,140,146,197,234
11,13,17,0,277,330,321,135
17,24,17,29,191,156,192,22
31,39,32,16,260,244,215,20
82,109,84,22,46,43,39,61
0,0,0,0,378,420,414,1
190,224,186,55,30,32,21,8
59,71,51,34,141,145,106,12
44,47,68,12,0,0,0,0
21,28,21,7,105,145,105,42
62,63,57,56,75,60,71,119
169,204,151,154,4,4,3,3
280,259,293,270,68,57,61,97
109,143,130,194,375,332,383,436
58,73,52,30,399,357,394,58
0,0,0,0,21,31,18,15
0,0,0,0,0,0,0,0
2,3,2,3,12,8,9,4
0,0,0,0,22,10,23,3
299,283,302,63,0,0,1,0
314,306,282,1177,114,104,115,27
86,78,88,108,0,0,0,0
5,5,6,4,36,55,39,9
0,0,0,0,149,161,164,87
99,70,60,36,89,81,77,20
14,18,10,3,0,0,0,0
167,162,168,141,181,219,157,39
11,15,17,5,10,11,3,2
1,3,3,3,31,37,39,10
225,203,163,112,4,4,6,4
1057,1116,1037,648,272,267,280,235
167,153,149,68,41,40,28,32
108,110,67,193,236,314,204,120
91,62,105,93,43,54,57,4
215,261,164,37,37,45,34,42
0,0,0,0,612,583,646,187
0,0,0,0,28,29,30,36
335,383,301,256,0,0,0,0
543,564,516,361,217,240,193,375
77,83,90,49,0,0,0,0
7,14,12,12,195,193,213,212
0,0,0,0,6,5,9,1
164,143,139,97,9,5,12,8
33,35,30,13,244,219,264,70
86,76,97,160,0,0,0,0
7,6,2,3,190,181,173,27
89,81,82,31,16,13,16,10
17,9,10,23,8,3,3,0
109,104,95,17,2,5,6,4
0,0,0,0,224,190,234,73
64,67,60,38,58,49,46,38
84,118,101,80,3,8,8,14
1,2,2,4,208,223,191,199
14,23,16,18,49,39,50,20
0,0,0,0,162,178,134,229
135,90,173,1,24,27,36,27
37,43,52,2,68,57,67,29
65,64,68,11,36,42,34,36
86,87,74,180,0,0,0,0
552,505,585,280,129,175,139,93
9,9,7,5,77,66,72,96
13,17,13,12,131,117,158,7
318,256,408,47,82,77,97,44
367,416,348,42,0,0,0,0
0,0,0,0,66,70,66,124
3,2,1,2,319,324,301,911
35,24,36,18,20,23,18,5
3,4,2,2,0,0,0,0
144,149,116,97,0,0,0,0
88,82,79,123,95,80,109,47
0,0,0,0,77,92,64,17
5,10,6,4,0,0,0,0
145,168,106,196,0,0,0,0
7,5,12,1,259,262,294,58
0,0,0,0,0,0,0,0
31,40,38,42,36,51,31,62
86,104,86,24,33,42,23,43
0,0,0,0,124,97,125,8
96,128,113,24,217,220,183,57
63,55,53,81,8,9,10,9
135,139,159,35,112,118,130,57
254,273,322,300,0,0,0,0
116,104,136,52,0,0,0,0
12,8,3,8,8,20,16,10
3,5,12,4,36,34,33,1
48,71,49,85,0,0,0,0
246,291,170,50,32,36,30,18
129,141,151,20,56,57,51,62
81,77,108,100,34,27,31,6
0,0,0,0,0,0,0,0
89,131,85,121,43,37,33,12
43,46,53,74,80,71,85,21
202,211,220,373,174,146,187,108
0,0,0,0,0,0,0,0
0,0,0,0,219,219,220,80
42,51,36,18,0,3,3,0
9,5,9,8,193,178,180,126
195,208,155,141,40,35,46,26
4,4,1,4,61,64,61,44
15,22,10,4,0,0,0,0
23,31,34,71,154,156,146,232
0,0,0,0,119,113,96,220
0,0,0,0,579,612,492,1715
25,20,28,67,25,18,17,56
2,5,5,6,5,1,3,5
29,23,16,76,94,74,70,174
67,73,50,101,6,4,2,7
288,222,302,703,98,92,80,134
104,79,83,249,80,79,103,182
6,3,5,10,280,215,258,1242
152,184,189,181,14,20,9,55
24,25,17,19,105,113,105,292
255,198,244,1037,70,58,56,103
18,18,8,18,30,27,25,39
295,360,273,440,185,186,158,498
8,5,4,11,234,206,227,361
20,17,27,47,68,69,65,132
121,112,93,531,305,274,303,486
43,43,41,154,0,0,0,0
12,9,11,14,1,3,3,8
144,132,108,409,0,0,0,0
28,31,37,35,11,3,10,19
163,154,157,167,34,25,30,137
0,0,0,0,7,8,5,9
210,199,232,1059,45,42,50,151
152,208,136,119,1,2,1,3
120,113,99,332,0,0,0,0
120,124,113,368,0,0,0,0
13,12,4,55,0,0,0,0
29,22,27,31,1,2,2,2
81,102,74,110,117,105,100,357
21,28,20,32,190,146,169,532
171,146,163,415,91,66,76,190
1,0,1,1,389,387,357,505
0,0,0,0,13,19,15,7
82,88,72,78,133,170,117,46
15,22,17,29,151,109,185,110
28,17,27,6,178,140,175,311
79,90,80,17,409,364,475,56
143,184,91,45,105,117,117,199
88,89,58,130,53,52,59,46
167,183,152,39,21,19,19,30
3,4,3,1,418,480,423,187
35,23,43,41,98,100,97,115
217,206,206,101,149,155,163,208
45,40,52,65,30,36,31,29
260,279,233,182,130,178,102,144
0,0,0,0,6,6,5,7
260,207,274,241,101,78,84,11
94,76,95,65,72,65,78,79
0,0,0,0,0,0,0,0
0,0,0,0,28,43,39,5
0,0,0,0,76,75,86,62
89,77,51,164,26,18,24,15
26,21,13,25,32,25,28,20
17,24,38,9,5,7,8,4
16,14,14,6,50,46,31,92
111,102,106,98,460,449,445,187
19,20,25,6,27,26,35,7
43,29,41,21,14,16,15,24
813,687,812,463,181,171,162,427
7,10,8,2,75,67,58,67
77,70,86,31,181,178,187,178
46,56,40,10,54,26,39,3
63,49,80,48,19,13,17,20
575,484,647,139,70,96,67,49
73,74,57,11,10,10,10,7
14,30,12,4,23,27,20,15
119,118,104,113,3,4,2,7
314,271,322,329,132,115,116,425
38,32,45,53,5,7,10,25
44,37,51,109,6,8,12,24
96,72,127,259,29,45,49,63
13,17,21,58,55,65,50,83
15,14,8,26,2,7,6,7
64,70,52,93,0,0,0,0
148,132,168,348,45,27,39,39
0,0,0,0,43,53,59,159
8,7,14,13,25,18,29,58
0,0,0,0,29,16,17,60
10,5,13,13,199,189,202,679
57,49,66,78,0,0,0,0
1,5,3,7,178,191,175,187
39,40,41,45,49,50,52,97
1,3,1,1,32,28,30,48
87,81,91,90,15,14,7,23
70,93,65,231,73,107,104,180
146,136,127,167,3,2,5,7
212,168,215,379,5,3,8,7
8,4,8,13,73,76,69,97
80,89,75,230,674,733,589,996
664,572,619,1136,160,167,139,228
12,10,7,36,82,108,74,164
27,29,30,81,143,128,115,505
37,43,32,91,17,13,16,34
3,5,6,4,8,6,6,16
138,135,126,109,0,0,0,0
0,0,0,0,264,314,191,857
0,0,0,0,294,354,309,1059
954,905,971,1292,0,0,0,0
0,0,0,0,62,66,50,126
78,93,81,46,51,37,46,65
15,8,12,15,298,303,277,795
164,162,154,427,56,65,43,90
46,48,55,112,17,19,24,35
540,554,500,671,116,114,112,193
275,262,304,489,274,199,236,339
1,5,2,34,21,17,30,50
112,102,96,250,31,22,26,86
399,439,326,720,62,52,54,129
284,264,328,706,361,350,355,970
68,83,63,343,39,55,51,86
45,39,74,127,109,100,107,254
153,142,129,357,2,1,2,8
0,0,0,0,84,75,67,178
301,323,254,543,49,43,52,81
19,14,17,40,134,136,108,137
0,0,0,0,202,134,189,478
5,8,5,14,47,65,44,148
137,103,169,445,8,6,2,5
0,0,0,0,185,138,181,304
56,47,62,56,65,57,59,126
11,8,14,21,67,70,64,198
209,219,236,539,32,24,24,92
65,65,67,111,113,73,88,442
0,0,0,0,78,55,74,219
61,49,60,17,689,718,655,862
45,51,52,95,13,21,14,6
308,268,320,232,323,360,284,84
0,0,0,0,41,35,43,23
6,9,6,0,0,0,0,0
41,62,52,68,99,97,86,75
4,7,9,2,233,250,275,170
1,1,3,0,0,0,0,0
438,448,453,414,334,251,352,158
84,87,98,74,225,179,248,181
5,6,8,15,476,524,426,162
193,262,184,55,4,4,8,10
0,0,0,0,56,52,78,25
77,62,79,28,1,0,4,0
55,55,50,21,50,44,59,59
24,22,12,5,3,8,7,4
9,5,14,0,15,20,15,9
183,175,157,15,203,200,189,215
1,3,2,3,17,17,12,7
0,1,0,3,202,173,195,80
96,90,95,70,10,22,8,5
22,25,24,30,13,10,16,8
4,5,5,3,1,4,7,0
116,138,91,41,7,4,12,8
256,204,285,362,221,194,281,70
105,136,98,49,9,11,11,1
31,37,31,17,3,10,3,6
0,0,0,0,0,0,0,0
27,28,13,14,112,112,109,28
4,6,2,1,102,118,86,99
75,78,99,46,56,65,90,102
102,78,90,60,148,126,151,24
74,116,100,7,886,904,923,309
68,62,78,17,27,20,18,6
215,230,147,56,1,1,3,0
0,0,0,0,12,6,3,2
0,0,0,0,333,366,291,37
33,40,35,64,260,210,265,1159
257,269,247,706,281,261,282,353
71,81,63,180,87,98,100,146
494,474,531,1164,0,1,2,2
8,3,7,21,396,315,377,1219
119,127,130,231,65,68,76,128
4,7,3,21,14,14,17,23
250,239,273,534,5,1,0,14
138,136,131,468,62,64,68,136
44,34,28,39,7,2,8,15
11,8,9,3,50,48,44,25
11,10,17,10,3,1,2,2
71,50,77,39,6,4,7,11
61,54,61,73,198,201,199,8
0,0,0,0,64,56,75,47
117,115,119,37,99,129,103,45
99,102,106,28,28,29,30,33
86,78,89,40,24,26,39,6
47,39,51,74,90,88,76,16
7,4,3,3,24,25,29,35
259,278,200,35,11,14,15,2
183,180,185,52,56,42,61,4
0,0,0,0,24,52,45,11
56,53,34,29,28,22,25,27
119,121,90,24,56,73,56,124
64,68,60,9,144,153,145,143
37,39,41,6,245,218,242,61
55,50,55,64,0,0,0,0
6,7,1,5,52,55,42,50
119,117,136,71,485,577,506,19
0,0,1,0,13,11,7,2
5,3,5,5,114,111,127,37
62,48,67,46,1,1,2,8
323,350,255,221,110,118,98,8
78,51,69,52,2,3,3,1
31,28,39,9,104,121,117,73
0,0,0,0,40,29,24,24
0,0,0,0,1,2,4,1
618,685,642,522,302,363,249,280
0,0,0,0,68,72,43,35
62,75,53,2,240,275,214,237
19,20,14,3,313,310,305,146
182,181,182,82,19,15,32,7
93,79,127,99,19,29,21,6
60,84,44,47,67,71,61,35
0,0,0,0,52,40,61,11
178,168,162,24,2,2,3,0
23,33,21,37,0,0,0,0
27,22,41,32,15,24,26,6
213,208,238,240,0,0,0,0
4,1,4,0,235,293,192,145
95,73,89,40,12,4,11,0
40,36,47,28,96,95,86,0
16,22,19,17,11,8,8,5
391,441,447,270,361,374,369,183
0,0,0,0,5,8,7,0
0,0,0,0,244,256,249,19
12,12,7,6,14,14,16,13
0,0,0,0,105,121,106,84
440,418,470,656,8,11,9,0
0,0,0,0,0,0,0,0
18,27,23,5,360,310,323,304
40,62,53,6,9,6,1,3
47,53,79,30,91,135,102,110
37,55,42,63,32,21,26,39
64,80,54,37,126,154,134,71
127,120,131,81,52,66,57,22
5,2,1,3,36,51,41,43
0,2,2,1,72,71,71,70
226,224,197,184,116,102,104,153
18,20,14,9,94,107,73,10
36,31,30,53,0,0,0,0
5,9,0,2,144,150,167,29
336,301,323,200,0,0,0,0
74,66,83,99,0,0,0,0
35,47,38,2,0,0,0,0
44,64,58,35,76,71,64,17
26,33,19,37,46,41,34,9
5,2,9,6,111,127,97,14
2,0,0,1,31,40,38,27
50,55,37,32,14,21,18,1
254,245,301,15,9,10,7,1
117,108,92,8,1,1,0,1
171,195,154,244,6,8,13,14
167,210,167,84,43,43,37,4
123,144,145,13,86,71,77,21
1,1,2,0,31,32,32,21
48,59,37,58,137,159,94,76
15,16,20,1,19,26,34,8
0,0,0,0,7,1,3,0
24,13,25,6,62,55,72,0
0,0,0,0,125,134,129,16
26,26,18,18,75,62,108,66
38,35,40,26,171,212,119,37
142,106,149,92,43,64,49,0
396,365,396,307,357,354,416,74
0,4,2,1,9,4,4,6
35,26,34,17,44,44,23,59
147,182,124,231,166,194,190,116
0,0,0,0,126,108,107,123
190,183,185,319,28,25,33,38
51,53,49,30,1,1,0,9
0,0,0,0,24,31,20,6
14,11,15,7,49,57,51,30
9,3,12,14,841,822,868,1688
13,10,14,10,47,46,46,3
35,29,43,10,433,400,424,264
65,59,63,51,364,395,338,378
7,11,3,3,66,89,84,1
124,132,106,47,78,89,78,12
0,0,0,0,69,73,79,28
0,1,1,0,263,247,259,152
134,185,100,12,0,0,0,0
337,413,238,243,9,9,6,4
86,71,99,78,668,534,915,46
189,208,201,284,66,85,66,38
9,13,20,12,0,0,0,0
14,25,22,4,10,7,6,6
46,26,45,47,40,30,49,59
133,135,128,54,20,13,9,9
0,2,2,1,113,125,106,125
516,473,600,370,21,17,19,15
136,111,112,16,93,129,61,44
346,397,379,127,528,565,520,399
41,25,20,30,17,26,16,0
116,134,126,10,0,1,1,0
0,1,0,0,37,50,46,70
223,246,219,86,159,158,130,150
6,6,2,8,38,41,40,5
408,372,431,194,70,77,62,28
43,42,40,9,128,94,127,80
207,246,197,98,0,0,0,0
122,130,152,8,151,178,137,14
5,1,1,1,0,2,0,1
350,287,463,149,0,0,0,0
13,10,7,5,5,10,8,3
7,7,4,0,587,566,586,679
642,570,689,437,2,3,1,0
9,11,4,3,47,55,46,22
99,100,104,7,25,38,28,18
406,344,458,105,81,76,83,151
18,9,20,2,118,114,91,83
55,57,53,37,469,455,478,65
61,53,30,31,0,0,0,0
135,132,121,26,401,377,390,333
347,433,397,38,0,0,0,0
320,316,366,210,0,0,0,0
248,252,274,378,240,211,226,281
29,16,34,7,152,166,150,1
111,105,122,89,53,57,68,103
321,272,332,80,34,36,38,14
0,0,0,0,0,0,0,0
0,0,0,0,13,25,16,18
41,25,33,2,27,34,32,17
31,31,40,8,312,291,353,137
10,1,5,4,325,360,254,121
182,164,204,18,19,20,10,8
18,30,19,44,0,0,0,0
235,236,239,146,1,1,0,0
13,12,13,1,8,6,4,6
123,120,117,171,9,14,15,16
89,70,78,63,0,1,1,0
46,57,53,19,0,0,0,0
908,783,905,451,94,93,102,130
90,81,69,5,745,663,919,608
1,2,2,0,0,0,0,0
117,108,127,8,144,153,173,175
0,0,0,0,6,6,7,11
96,93,128,103,126,137,168,92
85,113,86,221,81,72,89,19
315,333,285,443,420,440,322,181
2,2,1,2,32,46,34,34
0,0,0,0,16,12,16,3
94,99,93,19,7,7,5,1
102,112,52,31,91,65,93,93
9,3,11,2,2,7,2,3
104,112,106,103,0,0,0,0
22,16,11,6,976,864,1143,107
37,38,40,12,171,111,143,17
82,77,70,173,60,71,79,40
441,405,460,298,57,64,81,4
8,8,3,7,5,10,11,12
49,35,48,9,109,92,135,120
363,346,394,18,649,759,643,199
3,5,7,0,338,376,247,455
8,10,10,6,364,387,370,399
3,5,3,0,364,350,355,167
104,108,112,124,56,44,52,33
6,8,10,2,0,1,1,1
2,1,2,0,102,116,113,89
70,87,95,24,19,21,21,27
226,181,239,236,115,105,112,32
96,98,125,107,215,200,193,79
46,71,54,25,157,191,139,73
45,47,46,5,1,2,2,9
357,273,429,77,44,49,57,9
73,65,90,45,26,32,23,13
53,38,51,42,0,0,0,0
12,11,17,3,13,12,21,5
72,75,96,9,0,0,0,0
44,52,53,36,0,0,0,0
100,88,132,197,1006,906,999,1375
338,313,318,278,440,504,432,685
7,5,6,17,3,4,7,2
306,232,381,99,241,260,237,164
88,70,76,117,119,139,99,135
107,90,108,27,66,52,69,98
139,95,166,76,15,16,15,3
138,126,172,286,47,49,43,11
5,12,10,9,148,192,153,111
101,82,100,25,454,411,411,1475
155,159,133,69,0,0,0,0
